pid,fms_id,current_phase,current_phase_norm,agency_project_name,forecast_completion,job_open_for_charges
,11202201,(Pending),pending,BELLEVUE FIRE ALARM PANELS REPLACEMENT- MAIN HOSPITAL,,true
,11202202,(Pending),pending,BELLEVUE SOUTH STAND PIPE REPLACEMENT- HOSPITAL BLD,,true
,11202204,(Pending),pending,BELLEVUE FORENSIC PSYCH-19E,,true
,11202205,(Pending),pending,BELLEVUE REPLACE FIRE PUMP,,true
,11202206,(Pending),pending,BELLEVUE CHS OUTPOSTED THERAPEUTIC UNITS,,true
,11202209,(Pending),pending,BEL: ANTI LIGATURE RENOVATIONS TO BH UNITS,,true
,11202402,(Pending),pending,BEL - ED ambulance bay,,true
,11202403,(Pending),pending,BEL - ED expansion phase 2,,true
,11202406,(Pending),pending,Bellevue: Adult CPEP,,true
,11202445,(Pending),pending,Bellevue: Pneumatic tube system at all location at H buildin,,true
,11202608,(Pending),pending,Bellevue : Pediatric Intensive Care Unit,,true
,11202609,(Pending),pending,"Bellevue H Building- P,Q, Elevator Modernization",,true
,11202615,(Pending),pending,Bellevue - ED Expansion: CPEP,,true
,11202622,(Pending),pending,Bellevue - NICU Expansion,,true
,12201501,(Pending),pending,GOUVERNEUR: ROBERTO CLEMENTE CENTER RENOVATION,,true
,12201601,(Pending),pending,JUDSON HEALTH CENTER ROOF REPLACEMENT,,true
,12201702,(Pending),pending,GOUVERNEUR INSTALL SECONDARY WATER DISINFECTION SYSTEM,,true
,12201801,(Pending),pending,GOUVERNEUR REHABILITATE FACADE-CYCLE 7B AMENDED AND CYCLE 8B,,true
,12201802,(Pending),pending,"GOUVERNEUR: Installation of Exhaust Fan, 5th Floor Air",,true
,12201804,(Pending),pending,"JUDSON, REMOVE AND REPLACE FIRE LINE",,true
,12201902,(Pending),pending,GOUVERNEUR: RENOVATE COURTYARD,,true
,12201903,(Pending),pending,JUDSON INSTALL CHIMNEY LINER,,true
,12202001,(Pending),pending,GOUVERNEUR:DIESEL GENERATOR PIPE REPLACEMENT,,true
,12202101,(Pending),pending,GOUVERNEUR EXPRESS CARE,,true
,12202201,(Pending),pending,GOUVERNEUR: POST ACUTE DIALYSIS DENS,,true
,12202202,(Pending),pending,NYC H+H--GOUVERNEUR HOSPITAL-PATIENT/RESIDENT OUTDOOR GARDEN,,true
,12202401,(Pending),pending,RENOVATE SHOWER ROOMS FOR RESIDENTS,,true
,12202402,(Pending),pending,GOTHAM HEALTH--UPGRADE ADA ACCESS WITH VERTICAL WHEEL LIFT,,true
,12202403,(Pending),pending,GOUVENEUR: INDEPENDENT COOLING FOR PHARMACY,,true
,13201101,(Pending),pending,HARLEM: RELOCATE SYDENHAM CLINIC FROM 125TH TO 118TH STREET,,true
,13201301,(Pending),pending,HARLEM: RENOVATE POST PARTUM UNIT,,true
,13201502,(Pending),pending,HARLEM: UPGRADE ELECTRICAL SYSTEM,,true
,13201602,(Pending),pending,HARLEM: REHABILITATE THE  EXTERIOR FACADE OF MLK BLG - LL 11,,true
,13201603,(Pending),pending,"HARLEM: WP DECANTING, ONR DEMOLITION, & NEW DATA CENTER",,true
,13201803,(Pending),pending,HARLEM: KOUNTZ PAVILION STAIRWELL REHABILITATION,,true
,13201902,(Pending),pending,HARLEM HOSPITAL:  FIRE ALARM SYSTEM UPGRADE,,true
,13202001,(Pending),pending,HARLEM: RELOCATE VARIOUS DEPARTMENTS FROM THE WP,,true
,13202101,(Pending),pending,HARLEM ELEVATOR  HVAC UPGRADE,,true
,13202102,(Pending),pending,Harlem: Cooling Tower Replacement,,true
,13202201,(Pending),pending,HARLEM CONDENSER WATER PIPING REPLACEMENT,,true
,13202202,(Pending),pending,HARLEM: ANTI-LIGATURE RISK AND PATIENT SAFETY PROJECT,,true
,13202246,(Pending),pending,HARLEM: Retinal Camera (NICU),,true
,13202301,(Pending),pending,HARLEM Community Pharmacy,,true
,13202401,(Pending),pending,Harlem: 18th Floor Roof Replacement,,true
,13202402,(Pending),pending,Harlem - Ron Brown Cooling Tower Cell 1 & 2,,true
,13202403,(Pending),pending,Harlem: Kountz Pavilion Emergency Power Distribution,,true
,18201515,(Pending),pending,SYDENHAM: RENOVATE WOMEN'S HEALTH SERVICES - MAMMOGRAPHY,,true
,18201801,(Pending),pending,SYDENHAM: ERODED WALL REPLACEMENT,,true
,18202001,(Pending),pending,SYDENHAM: RETAIL PHARMACY RENOVATION,,true
,18202201,(Pending),pending,SYDENHAM BATHROOM RENOVATION,,true
,20201501,(Pending),pending,BELVIS: PEDIATRIC SUITE MODERNIZATION,,true
,20201801,(Pending),pending,BELVIS: REPLACEMENT OF MAIN ENTRANCE DOORS,,true
,20202301,(Pending),pending,Gotham Belvis Facade Renovation,,true
,20202501,(Pending),pending,GOTHAM HEALTH - BELVIS: RECEPTION AND LOBBY UPGRADES,,true
,21201601,(Pending),pending,JACOBI: LOCAL LAW 11 COMPLIANCE,,true
,21201751,(Pending),pending,JACOBI: PURCHASE NEW MRI & Construction,,true
,21202101,(Pending),pending,JACOBI: HVAC SYSTEM LAB UPGRADE,,true
,21202108,(Pending),pending,JACOBI COMPOUNDING USP 797/800 COMPLIANCE,,true
,21202109,(Pending),pending,JACOBI: Post-Partum Renovation in Building # 1,,true
,21202110,(Pending),pending,JACOBI: 11E OR ROOMS UPGRADE,,true
,21202111,(Pending),pending,JACOBI: SPRINKLER SYSTEM UPGRADE BUILDING 4,,true
,21202112,(Pending),pending,JACOBI: FIRE ALARM SYSTEM BLDG 1,,true
,21202144,(Pending),pending,JACOBI : NUCLEAR CAMERA & Construction,,true
,21202242,(Pending),pending,JACOBI: Central Sterile  & Construction,,true
,21202301,(Pending),pending,Jacobi: Hyperbaric Area Upgrade,,true
,21202601,(Pending),pending,Electric Vehicle (EV) Chargers,,true
,22200601,(Pending),pending,ENY: CAPITAL IMPROVEMENTS,,true
,22200801,(Pending),pending,ENY RENOVATE THIRD FLOOR CLINICAL AREAS,,true
,22201610,(Pending),pending,RENOVATE BROWNSVILLE CHILD HEALTH CLINIC,,true
,22201611,(Pending),pending,RENOVATE CROWN HEIGHTS CHILD HEALTH CLINIC,,true
,22201901,(Pending),pending,ENY: MODERNIZE 2 PASSENGER ELEVATORS,,true
,22202001,(Pending),pending,ENY WATER SYSTEM STRUCTURAL RESTORATION,,true
,22202201,(Pending),pending,ENY: BATHROOM ADA,,true
,22202202,(Pending),pending,EAST NEW YORK WATER INFILTRATION,,true
,22202203,(Pending),pending,ENY: Generator Replacement,,true
,22202302,(Pending),pending,ENY: Bolier Replacement,,true
,22202401,(Pending),pending,ENY GOTHAM HEALTH PHARMACY--PHARMACY - WAITING AREA UPGRADE,,true
,22202502,(Pending),pending,"NYC HEALTH + HOPSITALS/GOTHAM HEALTH, EAST NEW YORK: OPTOMET",,true
,22202503,(Pending),pending,"NYC HEALTH + HOSPITALS/GOTHAM HEALTH, EAST NEW YORK: HVAC EN",,true
,22202504,(Pending),pending,"NYC HEALTH + HOSPITALS/GOTHAM HEALTH, EAST NEW YORK: RENOVAT",,true
,22202602,(Pending),pending,Gotham East New York Cooling System,,true
,23202001,(Pending),pending,MCKINNEY FRONT LOBBY RENOVATIONS,,true
,23202101,(Pending),pending,MCKINNEY: FIRE ALARM,,true
,23202401,(Pending),pending,Resident Bathroom Upgrades: 16 Bathrooms/ McKinney,,true
,23202402,(Pending),pending,SSM - Rear Service Entry Security,,true
,23202441,(Pending),pending,SSM - Telemetry Expansion,,true
,23202601,(Pending),pending,MCKINNEY Healing Garden Renovation,,true
,23202602,(Pending),pending,MCKINNEY Wellness Market Enhancement,,true
,24201610,(Pending),pending,RENOVATE TREMONT HEALTH CLINIC,,true
,24201901,(Pending),pending,NCB: FACADE REHABILITATION & WINDOW REPLACEMENT,,true
,24201920,(Pending),pending,NCB: REPLACE DISHWASHER,,true
,24202001,(Pending),pending,NCB - ELEVATOR UPGRADE,,true
,24202102,(Pending),pending,NCB: NEW EMERGENCY GENERATOR,,true
,24202104,(Pending),pending,NCB OR RENOVATIONS,,true
,24202202,(Pending),pending,NCB: RADIOLOGY DR ROOM,,true
,24202204,(Pending),pending,NCB OUTPOSTED UNITS,,true
,24202205,(Pending),pending,NCB: FIRE ALARM REPLACEMENT,,true
,24202206,(Pending),pending,NCB: EMERGENCY POWER SEPARATION,,true
,24202207,(Pending),pending,NCB: SPRINKLER SYSTEM REPLACEMENT,,true
,24202208,(Pending),pending,NCB: BOILER REPLACEMENT,,true
,24202346,(Pending),pending,NORTH CENTRAL BRONX: UPGRADE MRI UNIT,,true
,25201401,(Pending),pending,LINCOLN: RENOVATE ADOLESCENT CLINIC,,true
,25201602,(Pending),pending,LINCOLN: REPLACE UNDERGROUND FUEL TANKS,,true
,25201604,(Pending),pending,LINCOLN: EXTERIOR FACADE RESTORATION - LL11 COMPLIANCE,,true
,25201701,(Pending),pending,LINCOLN: EES UPGRADE,,true
,25201801,(Pending),pending,LINCOLN: REFURBISH BOILER Nos. 1-3,,true
,25201805,(Pending),pending,LINCOLN: REHABILITATE ELECTRICAL DISTRIBUTION SYSTEM,,true
,25201807,(Pending),pending,LINCOLN: UPGRADE ELEVATORS 18 & 19,,true
,25201901,(Pending),pending,LINCOLN: RETAIL PHARMACY RENOVATION,,true
,25201942,(Pending),pending,LINCOLN: PURCHASE MRI & CONSTRUCT SUITE,,true
,25202001,(Pending),pending,LINCOLN CONSTRUCT INPATIENT PHARMACY VAULT,,true
,25202002,(Pending),pending,LINCOLN MEDICAL CENTER - DEVELOP A BRIDGE CLINIC,,true
,25202003,(Pending),pending,LINCOLN: INSTALLATION OF ENTRANCE TURNSTILES,,true
,25202106,(Pending),pending,LINCOLN PHARMACY COMPOUNDING USP 797/800 COMPLIANCE,,true
,25202202,(Pending),pending,LINCOLN FIRE ALARM SYSTEM UPGRADE,,true
,25202203H,(Pending),pending,LIN: PARKING GARAGE RENOVATION,,true
,25202204,(Pending),pending,LINCOLN: LOADING DOCK & UNDERGROUND DRAINAGE RECON,,true
,25202402,(Pending),pending,Lincoln Switchgear Replacement,,true
,25202403,(Pending),pending,LIN - Central Sterile,,true
,25202404,(Pending),pending,Lincoln Roof Replacement,,true
,25202405,(Pending),pending,Lincoln Amb Care,,true
,25202406,(Pending),pending,LIN-RECOVERY CENTER-RISE,,true
,25202407,(Pending),pending,LINCOLN: Omncicell Project,,true
,25202501,(Pending),pending,LINCOLN Replace Surge Tanks,,true
,25202502,(Pending),pending,Replace Condenser water Piping,,true
,25202503,(Pending),pending,LIN - Replace Sidewalks,,true
,26201101,(Pending),pending,GOTHAM: CONSTRUCT VANDERBILT AVENUE HEALTH CENTER AT S.I.,,true
,26201402,(Pending),pending,SBH ADD DEHUMIDICATION & ADD'L COOLING CAPACITY TO THE ORs,,true
,26202001,(Pending),pending,SBH MODERNIZE  9 ELEVATORS IN MAIN BUILDING,,true
,26202101,(Pending),pending,CONEY ROOF REPLACEMENT MAIN BUILDING,,true
,26202103,(Pending),pending,SBH DENTAL SUITE,,true
,26202104,(Pending),pending,SBH AMBULATORY CARE CENTER,,true
,26202201,(Pending),pending,NYC H&H CONEY ISLAND HOSPITAL - INTEGRATED WOMEN'S HEALTH,,true
,26202301,(Pending),pending,"SBH: Roof Renovation, patrol car, recording system",,true
,26202302,(Pending),pending,GOTHAM: VANDERBILT DENTAL SUITE,,true
,26202341,(Pending),pending,SBH Purchase new Patient Transportation Bus,,true
,26202401,(Pending),pending,SOUTH BROOKLYN HEALTH'S OUTPATIENT INFUSION CENTER,,true
,26202402,(Pending),pending,SOUTH BROOKLYN HEALTH - COLLABORATIVE LEARNING CENTER,,true
,26202405,(Pending),pending,SBH: Renovation of L&D and Ante-Partum Unit,,true
,26202406,(Pending),pending,SBH: Renovation of Mother-Baby & NICU,,true
,26202607,(Pending),pending,SBH- 3 New Cardiac Cath Suite,,true
,27201201,(Pending),pending,CUMBERLAND: RENOVATE CHEMICAL DEPENDENCY DEPARTMENT,,true
,27201301,(Pending),pending,CUMBERLAND: RENOVATE PEDIATRIC PRACTICE DEPARTMENT,,true
,27201515,(Pending),pending,CUMBERLAND: RENOVATE WOMEN'S HEALTH SVCS DEPT.,,true
,27201610,(Pending),pending,RENOVATE BEDFORD HEALTH CLINIC,,true
,27201702,(Pending),pending,CUMBERLAND: CONSTRUCT NEW DENTAL FACILITY,,true
,27201802,(Pending),pending,CUMBERLAND: BEHAIVORAL HEALTH INTEGRATION INTO PRIMARY CARE,,true
,27201803,(Pending),pending,CUMBERLAND: FACADE REHABILITATION BUILDING B & C,,true
,27202343,(Pending),pending,CUM -New X-Ray Equipment,,true
,27202401,(Pending),pending,Renovate Pediatric Primary Care Clinics at Gotham Health,,true
,29201610,(Pending),pending,KCHC: LOCAL LAW -11 COMPLIANCE - BLDG T,,true
,29201611,(Pending),pending,KCHC: LOCAL LAW 11 COMPLIANCE - BLDG ABC,,true
,29201612,(Pending),pending,"KCHC: BLDG ""P"" FACADE REMEDIATION - LOCAL LAW 11 COMPLIANCE",,true
,29201615,(Pending),pending,KCHC: INSTALL A MODULAR COGENERATION HEAT & POWER SYSTEM,,true
,29201801,(Pending),pending,KINGS: Express Care (CRFP),,true
,29201802,(Pending),pending,KCHC: REPLACEMENT OF C6 HEMODIALYSIS WATER TREATMENT SYSTEM,,true
,29202001,(Pending),pending,KINGS REHABILITATE STEAM TUNNEL UNDER WINTHROP STREET,,true
,29202101,(Pending),pending,KINGS RESTORATION OF WEST SMOKE STACK,,true
,29202102,(Pending),pending,KINGS: WELLNESS CENTER,,true
,29202103,(Pending),pending,KINGS P BUILDING MORGUE,,true
,29202104,(Pending),pending,KINGS BUILDING D ELECTRICAL UPGRADES,,true
,29202105,(Pending),pending,KINGS: BlLDG S WATER BALANCING,,true
,29202111,(Pending),pending,KINGS: CATH LAB CONVERSION TO OR,,true
,29202114,(Pending),pending,KINGS PHARMACY COMPOUNDING USP 797/800 COMPLIANCE,,true
,29202201,(Pending),pending,Kings Replacement of Water Feeder Pipes for the Boilers Oper,,true
,29202203,(Pending),pending,KINGS: E BLDG ELEVATOR MODERNIZATION,,true
,29202204,(Pending),pending,NYC H&H KINGS COUNTY - MOTHER-BABY/NICU RENOVATION:  RENOVAT,,true
,29202205,(Pending),pending,Kings Demolition of pedestrian bridge btwn buildings P & K,,true
,29202302,(Pending),pending,KINGS: ROOF REPLACEMENT- CENTRALIZED KITCHEN BLDG,,true
,29202303,(Pending),pending,KINGS: Dental Practice Renovation E-BLDG,,true
,29202401,(Pending),pending,KINGS: DA Tank Modernization,,true
,29202402,(Pending),pending,Kings: KIN -S1 Trauma Room Upgrade,,true
,29202403,(Pending),pending,KCHC: C Bldg Ground X-Ray,,true
,29202404,(Pending),pending,KIN - S-03 - New Low Level CT,,true
,29202443,(Pending),pending,KINGS COUNTY LINAC MACHINE--PURCHASE OF A REPLACEMENT LINAC,,true
,29202509,(Pending),pending,NYC HEALTH + HOSPITALS/KINGS COUNTY: EXPANDING TRAUMA BAY UN,,true
,29202602,(Pending),pending,KINGS COUNTY HOSPITAL : PRIMARY CARE CLINIC RENOVATION,,true
,33201301,(Pending),pending,ELMHURST RENOVATION OF ADULT ER,,true
,33201505,(Pending),pending,ELMHURST: PURCHASE & INSTALL BIPLANE/CT SCANNER,,true
,33201602,(Pending),pending,"EHC PARAPET & CORNER FACADE REHAB  A,B,D,E, J AND O&G ANNEX.",,true
,33201610,(Pending),pending,RENOVATE JUNCTION BLVD CHILD HEALTH CLINIC,,true
,33201804,(Pending),pending,ELMHURST: REHABILITATE N & S STAIRWELLS IN PARKING GARAGE,,true
,33201901,(Pending),pending,ELMHURST L&D ROOMS AND MFM UNIT SUITE RENOVATIONS (D5),,true
,33202002,(Pending),pending,ELMHURST: CONSTRUCT AMBULATORY CENTER (B2),,true
,33202003,(Pending),pending,ELMHURST: Upgrade of Emergency Electrical System,,true
,33202102,(Pending),pending,ELMHURST: MED SURG,,true
,33202104,(Pending),pending,ELMURST MODERNIZE FREIGHT ELEVATORS,,true
,33202108,(Pending),pending,ELM 2+12+13 Fl. Roofs,,true
,33202111,(Pending),pending,ELM A5: Certified Pediatric/NICU-Relocation,,true
,33202112,(Pending),pending,ELMHURST ELEVATOR MODERNIZATION CARS 1-5,,true
,33202201,(Pending),pending,ELMHURST CONVERSION OF CYSTO ROOMS TO FULL ORS,,true
,33202202,(Pending),pending,ELM E1: Oncology Suite Renovation,,true
,33202203,(Pending),pending,ELMHURST FIRE SYSTEMS UPGRADE,,true
,33202204,(Pending),pending,ELM E4: NEURO CRITICAL CARE UNIT,,true
,33202205,(Pending),pending,ELMHURST ROOF REPLACEMENT (8 Roofs),,true
,33202207,(Pending),pending,ELMHURST:  ENTRY WAY RENOVATIONS,,true
,33202302,(Pending),pending,Elmhurst: Renovate J1 infectious disease clinic,,true
,33202303,(Pending),pending,Elmhurst: Install New Cooling Tower,,true
,33202402,(Pending),pending,ELMHURST HOSPITAL CATH LAB--REPLACE CATH LAB 1,,true
,33202403,(Pending),pending,ELMHURST HOSPITAL MRI SUITE--2ND MRI SUITE,,true
,33202404,(Pending),pending,ELM:(E2) Surgical Sub-Speciality Suite,,true
,33202407,(Pending),pending,ELM -PLC Transfer Switch,,true
,33202606,(Pending),pending,ELMHURST HOSPITAL : CONSTRUCT NEW PET CT SUITE,,true
,33202611,(Pending),pending,H+H Elmhurst Hospital - OR Equipment Purchase,,true
,34200202,(Pending),pending,QUEENS CONSTRUCT SOUND BARRIER FOR COOLING SYS & COMPRESSOR,,true
,34200203,(Pending),pending,QUEENS CONSTRUCT A LEAD-LINED BRACHYTHERAPY ROOM,,true
,34200304,(Pending),pending,QUEENS EXPANSION OF DIABETES CENTER,,true
,34201401,(Pending),pending,QUEENS RENOVATIONS TO RELOCATE ACUTE DIALYSIS PROG.,,true
,34201502,(Pending),pending,QUEENS BOILER CONTROLS REPLACEMENT,,true
,34201741,(Pending),pending,QHC: IR SUITE RENOVATION,,true
,34201901,(Pending),pending,QUEENS SIDEWALK REPLACEMENT,,true
,34202101,(Pending),pending,QUEENS CONSTRUCT PARKING GARAGE,,true
,34202102,(Pending),pending,QUEENS BUILDING F ROOF REPLACEMENT,,true
,34202301,(Pending),pending,QUEENS: Dialysis Space Construction,,true
,34202302,(Pending),pending,Queens Hospital: MRI Purchase and Renovation,,true
,34202303,(Pending),pending,QUEENS: Retail Pharmacy,,true
,34202304,(Pending),pending,QUEENS: Pharmacy Decanting,,true
,34202305,(Pending),pending,Queens T-Building Basement Fit-Out,,true
,34202401,(Pending),pending,QUEENS: QUE -Steam Generator,,true
,34202404,(Pending),pending,QUEENS: Replace and Upgrade Chiller Unit,,true
,34202405,(Pending),pending,QUE- SIMULATON CENTER,,true
,37200802,(Pending),pending,METROPOLITAN: REPLACE UNDERGROUND HIGH PRESSURE STEAM MAINS,,true
,37201301,(Pending),pending,METROPOLITAN COMPLETE RENOVATION OF SIXTH FLOOR 6C MAIN BLDG,,true
,37201501,(Pending),pending,METROPOLITAN COMPREHENSIVE LGBTQ HEALTH CENTER,,true
,37201601,(Pending),pending,MHC: EXTERIOR FACADE RESTORATION CAMPUS-WIDE,,true
,37201901,(Pending),pending,MET REPLACE MEDIUM PRESSURE STEAM CONDENSATE RETURN RISER,,true
,37202001,(Pending),pending,METROPOLITAN : REPLACE MRI AT MODULAR MRI BUILDING,,true
,37202002,(Pending),pending,METROPOLITAN: WINDOW REPLACEMENT,,true
,37202003,(Pending),pending,MET: EMERGENCY POWER SEPARATION AND UPGRADES,,true
,37202041,(Pending),pending,METROPOLITAN: NUCLEAR  CAMERA,,true
,37202102,(Pending),pending,METROPOLITAN CHILLER PLANT UPGRADE,,true
,37202103,(Pending),pending,METROPOLITAN FIRE PROTECTION UPGRADES,,true
,37202108,(Pending),pending,METROPOLITAN: FIRE ALARM SYSTEM,,true
,37202202,(Pending),pending,METROPOLITAN: OUTPATIENT REHAB RENOVATION,,true
,37202203,(Pending),pending,METROPOLITAN: INDOOR/OUTDOOR RESPITE SPACE RENOVATION,,true
,37202341,(Pending),pending,METROPOLITAN: CT scanner,,true
,37202401,(Pending),pending,METROPOLITAN HOSPITAL RADIOLOGY DEPARTMENT IMPROVEMENTS,,true
,37202402,(Pending),pending,METROPOLITAN: Observation Unit,,true
,37202403,(Pending),pending,METROPOLITAN: OMNICELL PROJECT,,true
,37202404,(Pending),pending,MET - Infant Protection System,,true
,37202405,(Pending),pending,Metropolitan Optmetry Ward,,true
,42201301,(Pending),pending,MORRISANIA: RENOVATE DENTAL SUITE,,true
,42201515,(Pending),pending,MORRISANIA: RENOVATE WOMEN'S HEALTH SERVICES - RADIOLOGY,,true
,42202202,(Pending),pending,MORRISANIA: ELEVATOR SYSTEM MODERNIZATION,,true
,42202401,(Pending),pending,"GOTHAM HEALTH, MORRISANIA COMMUNITY RESOURCE CENTER--CONSTRU",,true
,42202402,(Pending),pending,MORISSANIA: ASTHMA PEDIATRIC SUITE,,true
,42202501,(Pending),pending,MOR-Housing for Health,,true
,48200803,(Pending),pending,WOODHULL: OB UNIT EXPANSION,,true
,48201402,(Pending),pending,WOODHULL:  ESTABLISH CPEP,,true
,48201505,(Pending),pending,WOODHULL: INSTALL PERMANENT EMERGENCY POWER FEEDER,,true
,48201515,(Pending),pending,WOODHULL: RENOVATE WOMEN'S HEALTH SVCS - RADIOLOGY,,true
,48201516,(Pending),pending,WOODHULL: AMBULATORY CARE RENOVATIONS (8-300),,true
,48201610,(Pending),pending,RENOVATE BUSHWICK COMMUNICARE,,true
,48201701,(Pending),pending,WOODHULL: AIR HANDLER UNITS UPGRADE,,true
,48201801,(Pending),pending,"WOODHULL: REPLACE MAIN SERVICE SWITCHES FOR ATS 1, 2 AND 5",,true
,48201803,(Pending),pending,WOODHULL: TURBOCHARGER REPLACEMENT FOR EMD GENERATOR #1,,true
,48201901,(Pending),pending,WOODHULL: CPEP RENOVATION,,true
,48201902,(Pending),pending,WOODHULL: EMERGENCY DEPARTMENT RENOVATION,,true
,48201903,(Pending),pending,WOODHULL: RETAIL PHARMACY RENOVATION,,true
,48202003,(Pending),pending,WOODHULL: Dinex Buildout and Installation,,true
,48202040,(Pending),pending,WOODHULL CHILLER REPLACEMENT,,true
,48202102,(Pending),pending,WOODHULL: ELECTRICAL UPGRADES,,true
,48202106,(Pending),pending,WOODHULL GENERATOR REPLACEMENT,,true
,48202107,(Pending),pending,WOODHULL OIL SPILL REMEDIATION,,true
,48202108,(Pending),pending,WOODHULL DECANTING/RELOCATION (CHS OTxHU),,true
,48202201,(Pending),pending,WOODHULL: NEW WOMEN'S HEALTH PAVILLION (7-300),,true
,48202202,(Pending),pending,WOODHULL INTERVENTIONAL RADIOLOGY- SPECIAL PROCEDURE UNIT,,true
,48202203,(Pending),pending,WOODHULL: OTXHU FULL ROOF REPLACEMENT,,true
,48202205,(Pending),pending,WOODHULL OUTPOSTED THERAPEUTIC UNITS (CHS OTxHU),,true
,48202206,(Pending),pending,NYC H&H WOODHULL HOSPITAL - LABOR & BIRTHING SUITE RENOVATIO,,true
,48202207,(Pending),pending,WOODHULL: FIRE ALARM SYSTEM UPGRADES,,true
,48202208,(Pending),pending,WOODHULL: Boiler Plant Replacment,,true
,48202209,(Pending),pending,WOODHULL: EES UPGRADES,,true
,48202301,(Pending),pending,Woodhull: Demolition of 3 Cooling Towers,,true
,48202402,(Pending),pending,Woodhull: Bulkhead,,true
,48202515,(Pending),pending,NYC HEALTH + HOSPITALS/WOODHULL: HVAC UPGRADE IN NON-STERILE,,true
,48202516,(Pending),pending,NYC HEALTH + HOSPITALS/WOODHULL: CEILING UPGRADES FOR INFRA-,,true
,50202405,(Pending),pending,ROB - Flooring Replacement,,true
,52202401,(Pending),pending,JUD - Main Entrance Lighting & Security,,true
,57202601,(Pending),pending,Gotham Health/ Roosevelt-Space Configuration,,true
,57202602,(Pending),pending,H+H Gotham Hospital - Renovations for the Consultation room,,true
,60202201,(Pending),pending,GOTHAM - Far Rockaway Primary Care Center,,true
,60202401,(Pending),pending,Rockaway Project,,true
,67200802,(Pending),pending,COLER: CONSTRUCT LOW PRESSURE STEAM BOILER PLANT,,true
,67200901,(Pending),pending,COLER: RENOVATE THE NURSING FACILITY DAY ROOM,,true
,67201070,(Pending),pending,COLER: UPGRADE SPRINKLER SYSTEM,,true
,67201170,(Pending),pending,COLER: WINDOW REPLACEMENT AND ROOF/FACADE REHABILITATION,,true
,67202201,(Pending),pending,NYC H+H--COLER HOSPITAL-FIRE ALARM UPGRADE:  INSTALLATION OF,,true
,67202202,(Pending),pending,COLER: COOLING TOWER REPLACEMENT,,true
,67202401,(Pending),pending,COLER HOSPITAL ATRIUM--RENOVATE DAMAGED 3RD FLOOR ATRIUM,,true
,67202402,(Pending),pending,COLER UPGRADES TO ELECTRICAL PANELS,,true
,67202404,(Pending),pending,BSC - Elevator Modernization,,true
,67202405,(Pending),pending,BSC - HVAC Upgrade,,true
,67202504,(Pending),pending,H+H COLER HOSPITAL : ROOFTOP HVAC,,true
,68202102,(Pending),pending,CARTER: NEW CENTRALIZED BUILDING MANAGEMENT CONTROL SYSTEM,,true
,68202103,(Pending),pending,CARTER PHARMACY COMPOUNDING USP 797/800 COMPLIANCE,,true
,68202201,(Pending),pending,CARTER ROOF TANK REPLACEMENT,,true
,68202202,(Pending),pending,CARTER FACADE REHABILITATION,,true
,68202601,(Pending),pending,HJC : AUTOMATIC TRANSFER SWITCH ATS REPLACEMENT,,true
,69202101,(Pending),pending,"NEPONSIT DEMOLITION, RESTORATION AND NEW LIFE GUARD FACILITY",,true
,71202301,(Pending),pending,"PARSONS: SPACE MODERNIZATION FOR DENTAL, OPTOMETRY, AND PC",,true
,73202301,(Pending),pending,SPRINGFIELD: AIR HANDLING UNIT- HVAC ROOF TOP UNIT,,true
,73202401,(Pending),pending,SPR - Patient Registration Renovation,,true
,73202402,(Pending),pending,SPR - Exam Room Renovations,,true
,73202442,(Pending),pending,SPR - Lobby Renovation,,true
,74202401,(Pending),pending,Medication Alcove Renovation,,true
,74202601,(Pending),pending,"Gotham Health, LeFrak - Medication Recove Renovation",,true
,75200902,(Pending),pending,SEAVIEW: RENOVATION OF ISOLATION BUILDING,,true
,75201502,(Pending),pending,SEAVIEW EMERGENCY GENERATOR REPLACEMENT,,true
,75201801,(Pending),pending,SEAVIEW CAMPUS ROAD REPAVING - PHASE 2,,true
,75202201,(Pending),pending,SEAVIEW SHOWER ROOMS REPLACEMENT,,true
,75202202,(Pending),pending,SEAVIEW PEDIATRIC CENTER,,true
,75202401,(Pending),pending,SEAVIEW KITCHEN UPDATE--KITCHEN UPDATE,,true
,75202402,(Pending),pending,SEAVIEW HOSPITAL: UPGRADE TO OCCUPATIONAL ROOM,,true
,75202403,(Pending),pending,SEAVIEW HOSPITAL: UPGRADE TO PHYSICAL THERAPY ROOM,,true
,75202404,(Pending),pending,SEA -Renovate Therapy Gym,,true
,75202405,(Pending),pending,SEA - KITCHEN UPDATE,,true
,75202501,(Pending),pending,SEA VIEW - BOILER SYSTEM RE-TUBING: RE-TUBING THREE BOILERS.,,true
,75202601,(Pending),pending,SEAVIEW- Grace Kitchen Renovation,,true
,76202601,(Pending),pending,Gotham Ridgewood Exterior Enhancement Security Screens,,true
,77202301,(Pending),pending,WOODSIDE: SPACE MODERNIZATION FOR ADMINISTRATIVE OFFICES,,true
,77202401,(Pending),pending,WDS - Medication Room Renovation,,true
,78202301,(Pending),pending,SOUTH QUEENS: HVAC MODERNIZATION,,true
,78202401,(Pending),pending,"Comprehensive renovation of 2nd floor; update of layouts, ou",,true
,82202501,(Pending),pending,"NYC HEALTH + HOSPITALS/GOTHAM HEALTH, BROWNSVILLE: HVAC UPGR",,true
,83202401,(Pending),pending,BCH - 03 - Staff Work Area Renovation,,true
