invoice_id,po_id,vendor_id,vendor_name,amount,period,status,submitted_at,doc_uri,missing_field,label_is_duplicate,label_dead_job
INV-00544,P-2RHBALL,V0066,Opportunities for a Better Tomorrow,1044578.55,202605,denied,2026-05-07,docs/invoices/INV-00544.pdf,none,false,false
INV-00545,LQSARENOV,V0169,Midwood High School 22K405,567789.86,202605,paid,2026-05-08,docs/invoices/INV-00545.pdf,none,false,false
INV-00546,HWPR23K1,V0741,RED HOOK NEIGHBORHOOD SCHOOL,911524.11,202605,paid,2026-05-13,docs/invoices/INV-00546.pdf,none,false,false
INV-00547,BKCRUISE,V0174,Crown Gardens Housing Corporation,37755.47,202605,paid,2026-05-11,docs/invoices/INV-00547.pdf,none,false,false
INV-00548,HWS2024K1,V0351,Public School 59 William Floyd,207177.28,202605,paid,2026-05-22,docs/invoices/INV-00548.pdf,none,false,false
INV-00549,EO26-0084,V0041,"GallopNYC (Giving Alternative Learners Uplifting Opportunities, Inc.",3405.02,202605,paid,2026-05-27,docs/invoices/INV-00549.pdf,none,false,true
INV-00550,PW7722R,V0155,"PS 770, The New American Academy",2008637.48,202605,paid,2026-05-22,docs/invoices/INV-00550.pdf,none,false,true
INV-00551,HW200IFA2,V0203,"New York Blood Center, Inc.",11784285.62,202605,paid,2026-05-27,docs/invoices/INV-00551.pdf,none,false,false
INV-00552,HW200IFA2,V0203,New York Blood Center,11784285.62,202605,pending,2026-05-15,docs/invoices/INV-00552.pdf,none,true,false
INV-00553,PW77417TU,V0006,"Brooklyn Academy of Music, Inc. (BAM)",287378.01,202605,paid,2026-05-07,docs/invoices/INV-00553.pdf,none,false,false
INV-00554,P-210SRPF,V0289,P.S. 274 KOSCIUSKO,99188.83,202605,denied,2026-05-12,docs/invoices/INV-00554.pdf,none,false,false
INV-00555,HWX006-01,V0443,Aspirations Diploma Plus High School,1043682.77,202605,pending,2026-05-24,docs/invoices/INV-00555.pdf,none,false,false
INV-00556,P-313CPSW,V0540,Riverdale Avenue Community School,218140.88,202605,paid,2026-05-23,docs/invoices/INV-00556.pdf,none,false,false
INV-00557,P-313CPSW,V0540,RIVERDALE AVENUE COMMUNITY SCHOOL,218140.88,202605,pending,2026-05-14,docs/invoices/INV-00557.pdf,none,true,false
INV-00558,MED-670,V0118,Middle School 763 - Brooklyn Science and Engineering Academy,152643.98,202605,paid,2026-05-09,docs/invoices/INV-00558.pdf,none,false,false
INV-00559,21202108,V0247,BEDFORD ACADEMY HIGH SCHOOL,389058.8,202605,paid,2026-05-24,docs/invoices/INV-00559.pdf,none,false,false
INV-00560,21202108,V0247,Bedford Academy High School,389058.8,202605,pending,2026-05-05,docs/invoices/INV-00560.pdf,none,true,false
INV-00561,NSCC,V0207,The Brookdale Hospital Medical Center,1032623.72,202605,pending,2026-05-18,docs/invoices/INV-00561.pdf,none,false,false
INV-00562,P-4CPIGRS,V0325,Public School 133 - William A. Butler,231975.24,202605,paid,2026-05-15,docs/invoices/INV-00562.pdf,none,false,false
INV-00563,73202401,V0312,PS 372 - The Children's School,2409.05,202605,paid,2026-05-10,docs/invoices/INV-00563.pdf,none,false,false
INV-00564,TFD503M30,V0203,"New York Blood Center, Inc.",17254.28,202605,denied,2026-05-10,docs/invoices/INV-00564.pdf,none,false,false
INV-00565,HW349LUM,V0125,Public School 132K - The Conselyea School,68847047.45,202605,paid,2026-05-11,docs/invoices/INV-00565.pdf,none,false,false
INV-00566,HU036-017,V0640,P.S. 116 ELIZABETH L FARRELL,17499.6,202605,paid,2026-05-02,docs/invoices/INV-00566.pdf,none,false,false
INV-00567,P-200PERG,V0122,P.S. 040 GEORGE W. CARVER,22193.71,202605,paid,2026-05-26,docs/invoices/INV-00567.pdf,none,false,false
INV-00568,P-200PERG,V0122,P.S. 040 GEORGE W. CARVER,22193.71,202605,pending,2026-05-18,docs/invoices/INV-00568.pdf,none,true,false
INV-00569,HWP25MXC,V0691,P.S. 298 DR. BETTY SHABAZZ,3349588.1,202605,paid,2026-05-09,docs/invoices/INV-00569.pdf,none,false,false
INV-00570,BY031-017,V0562,P.S. 380 JOHN WAYNE ELEMENTARY,13906.76,202605,paid,2026-05-16,docs/invoices/INV-00570.pdf,none,false,false
INV-00571,P-108SDPW,V0352,Public School 599- Brooklyn landmark Elementary School,40381.19,202605,paid,2026-05-27,docs/invoices/INV-00571.pdf,vendor_name,false,false
INV-00572,CO264MN60,V0377,JOAN SNOW PRE-K CENTER 22K853,10642738.94,202605,pending,2026-05-28,docs/invoices/INV-00572.pdf,none,false,false
INV-00573,P-218CPBF,V0174,Crown Gardens Housing Corporation,688611.27,202605,paid,2026-05-25,docs/invoices/INV-00573.pdf,none,false,false
INV-00574,37202102,V0267,IS 136 Charles O Dewey Middle School,138021.25,202605,paid,2026-05-05,docs/invoices/INV-00574.pdf,none,false,false
INV-00575,HWMW216WF,V0411,The Noel Pointer Foundation,40908.31,202605,pending,2026-05-17,docs/invoices/INV-00575.pdf,vendor_name,false,false
INV-00576,HBM224624,V0312,PS 372 - The Children's School,969329.53,202605,pending,2026-05-06,docs/invoices/INV-00576.pdf,none,false,false
INV-00577,P-2TRE24C,V0975,"PRATT AREA COMMUNITY COUNCIL, INC. (DBA IMPACCT BROOKLYN)",45866.56,202605,paid,2026-05-14,docs/invoices/INV-00577.pdf,none,false,false
INV-00578,HWQBULB1,V0500,PS 186 Dr. Irving A. Gladstone,1780705.98,202605,paid,2026-05-17,docs/invoices/INV-00578.pdf,none,false,false
INV-00579,GR017-014,V0438,"22K535, Goldstein High School for the Sciences",97631.95,202605,denied,2026-05-26,docs/invoices/INV-00579.pdf,none,false,true
INV-00580,SEN002183,V0365,THE BROOKLYN SCHOOL OF INQUIRY,388747.39,202605,denied,2026-05-20,docs/invoices/INV-00580.pdf,none,false,false
INV-00581,HBCD013A,V0487,P.S. 397 FOSTER-LAURIE,1043211.64,202605,paid,2026-05-17,docs/invoices/INV-00581.pdf,amount,false,false
INV-00582,GOVISNYCX,V0339,Public School 254 The Dag Hammarskjold School,8678907.23,202605,paid,2026-05-14,docs/invoices/INV-00582.pdf,po_id,false,false
INV-00583,HBCD019B,V0152,Public School 551 - Urban Assembly New York Harbor School,595537.49,202605,denied,2026-05-20,docs/invoices/INV-00583.pdf,amount,false,false
INV-00584,HH112BLFS,V0043,BRIC,693754.19,202605,pending,2026-05-25,docs/invoices/INV-00584.pdf,none,false,true
INV-00585,C75NBOIL,V0485,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,368579.16,202605,paid,2026-05-07,docs/invoices/INV-00585.pdf,none,false,false
INV-00586,SANDY2-33,V0086,Cultural Academy for the Arts and Sciences,231429.6,202605,paid,2026-05-12,docs/invoices/INV-00586.pdf,none,false,false
INV-00587,SANDY2-33,V0086,Cultural Academy for the Arts & Sciences,231429.6,202605,pending,2026-05-15,docs/invoices/INV-00587.pdf,none,true,false
INV-00588,PW29310R,V0130,P.S. 023 Carter G. Woodson,670262.58,202605,pending,2026-05-19,docs/invoices/INV-00588.pdf,none,false,false
INV-00589,PV525STU2,V0912,k246 Walt Whitman,232727.06,202605,pending,2026-05-14,docs/invoices/INV-00589.pdf,none,false,false
INV-00590,EO26-0091,V0248,Beginning with Children Charter School 2 K037,5784.32,202605,pending,2026-05-19,docs/invoices/INV-00590.pdf,none,false,true
INV-00591,34201901,V0562,P.S. 380 John Wayne Elementary,49673.52,202605,paid,2026-05-21,docs/invoices/INV-00591.pdf,none,false,false
INV-00592,34201901,V0562,P.S. 380 JOHN WAYNE ELEMENTARY,49673.52,202605,pending,2026-05-05,docs/invoices/INV-00592.pdf,none,true,false
INV-00593,JOC-FMC4,V0723,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,389224.53,202605,paid,2026-05-08,docs/invoices/INV-00593.pdf,none,false,false
INV-00594,CA001QB25,V0562,P.S. 380 John Wayne Elementary,82244.84,202605,denied,2026-05-11,docs/invoices/INV-00594.pdf,none,false,true
INV-00595,LQFH-ADA,V0006,Brooklyn Academy of Music (BAM),130515.43,202605,pending,2026-05-13,docs/invoices/INV-00595.pdf,none,false,false
INV-00596,MOLHYBRID,V0604,Hispanic Information and Telecommunication Network Inc.,488225.71,202605,paid,2026-05-08,docs/invoices/INV-00596.pdf,none,false,false
INV-00597,MOLHYBRID,V0604,Hispanic Information & Telecommunication Network Inc.,488225.71,202605,pending,2026-05-10,docs/invoices/INV-00597.pdf,none,true,false
INV-00598,HWMM100,V0356,Public School 95 The Gravesend School,400847.15,202605,paid,2026-05-15,docs/invoices/INV-00598.pdf,none,false,false
INV-00599,ACEDPR408,V0112,K643 Brooklyn Democracy Academy,25852.22,202605,paid,2026-05-25,docs/invoices/INV-00599.pdf,none,false,false
INV-00600,MED-670,V0118,Middle School 763- Brooklyn Science and Engineering Academy,60514.22,202605,pending,2026-05-20,docs/invoices/INV-00600.pdf,none,false,false
