fms_id,budget_line,total_budget,spend_to_date,managing_agency,sponsor_agency,vendor_ids
P-2GPWBOX,"P -0839 , P -1018 , P -1018",35749977.00,2838550.22,EDC,DPR,V0242 V0096 V0652
PV471SWA2,"PU-0025 , PV-0467 , PV-0471 , PV-D471 , PV-X467 , PV-X471",45126724.07,23079125.69,EDC,DCLA,V0024 V0174
BKBRESP,"ED-0075 , ED-0409",34197616.07,25234216.65,EDC,EDC,V0203 V0209
BUSHDEVSP,ED-0075,26006185.03,12804637.85,EDC,EDC,V0618
BUSHUTIL,"ED-0075 , ED-0410 , SE-0200K",83027691.22,74885568.70,EDC,EDC,V0045 V0183 V0312
HWQ187A,"ED-0075 , HW-0001 , HW-0001Q, HW-1674",48363950.45,42149378.64,EDC,DOT,V0499
CONEYWEST,"ED-0075 , SE-0002K, SE-0200K, WM-0001 , WM-0006",171396391.74,121606569.01,EDC,DEP,V0485 V0512
PV467-BEY,,1000000.00,164618.56,EDC,DCLA,V0002 V0233
PV467-PCT,PV-0467,1000000.00,40812.05,EDC,DCLA,V0235 V0067
GREEN,"WP-0169 , WP-0170",54935895.08,53881025.66,EDC,DEP,V0187 V0652 V0184
GXHP07-02,"WP-0169 , WP-0170",44093470.70,40166499.79,EDC,DEP,V0118 V0387
HL82PHL,"HL-0082 , HO-0214 , PU-0025",621349461.18,498891984.68,EDC,DOHMH,V0464
PV264CINE,"ED-0075 , ED-0075 , PV-0264 , PV-K264",28538895.11,28529759.47,EDC,DCLA,V0540
PV467SOST,"ED-0075 , PV-0467",19423607.87,18342190.92,EDC,DCLA,V0529 V0155 V0818
PV467STFO,PV-0467,19026183.75,18903069.14,EDC,DCLA,V0144 V0562 V0130
SANDG1HP,"ED-0075 , PU-0025",27905491.99,20234532.37,EDC,EDC,V0146 V0604 V0169
SANDG1HS,,6398149.44,5887697.08,EDC,EDC,V0203 V0122
SAND3705,HO-0214,100376908.41,94681464.62,EDC,H+H,V0247 V0122 V0074
SAND2605,HO-0214,764675101.96,692914104.20,EDC,H+H,V0035 V0959
P-3HIGHLL,"P -0245M, P -D018",5650610.00,4651077.41,EDC,DPR,V0146
NYCFHP2,ED-0409,116220515.66,38459061.41,EDC,EDC,V0652 V0475 V0150
SANDBATTR,PU-0100,199854086.48,119941924.73,EDC,DPR,V0485 V0487
LCNPARK,ED-0384,35408054.50,11739039.50,EDC,EDC,V0026
SWBXINFRA,ED-0384,118491293.74,60515578.39,EDC,EDC,V0118 V0189 V0877
SWBXLCN,ED-0384,800348.00,197141.00,EDC,EDC,V0010
NDF-3HRGL,ED-0384,83000615.00,30479078.32,EDC,DPR,V0330 V0411
P-3HRP132,"ED-0075 , P -0501 , P -1018 , PU-0200",276155825.00,56925566.68,EDC,DPR,V0351 V0845 V0150
AHGREEN,"ED-0075 , ED-0409 , P -0245M, P -1018 , P -1018 , P -1018",42729177.71,41047960.15,EDC,EDC,V0921 V0026
MANHGREEN,"ED-0075 , HB-0215",190041269.55,172868774.32,EDC,EDC,V0289 V0652 V0130
HOMEPORT2,ED-0075,172308409.83,48856894.32,EDC,EDC,V0272 V0877
SANDSIHP2,ED-0075,25640732.52,10419783.35,EDC,EDC,V0009 V0897 V0216
SAND3705,HO-0214,100376908.41,94681464.62,EDC,H+H,V0247 V0122 V0074
CWFSBARGE,ED-0409,123146702.67,104191076.18,EDC,EDC,V0604 V0169 V0652
NYCFBARGE,ED-0409,70962579.90,57424457.81,EDC,EDC,V0185
LNEA16PRT,LN-0008,26706146.00,25746667.24,EDC,NYPL,V0124
LNEA16125,"LN-0008 , LN-D008",31789211.35,30939869.28,EDC,NYPL,V0935 V0652 V0878
LNEA16FWT,"LN-0008 , LN-D008",35995693.00,35253017.43,EDC,NYPL,V0690 V0350
LNEA16HPT,LN-0008,30647359.00,30368786.39,EDC,NYPL,V0365
LNEA16MLR,"LN-D008 , LN-X001",34483153.00,33330716.15,EDC,NYPL,V0790 V0877
P-1ORCHPA,"P -0715 , P -0715 , P -1018 , P -X245 , P -X245",113482597.00,98783369.38,EDC,DPR,V0122
PIER42CNT,"ED-0075 , P -0245M, P -1018 , SE-0002M",51375261.30,34624238.61,EDC,DPR,V0122
RAISESHOR,PU-0100,0.00,0.00,EDC,EDC,V0983
RS-CIC,PU-0100,47000000.00,0.00,EDC,EDC,V0934 V0074 V0891
RS-PH1,PU-0100,55894040.55,5490172.33,EDC,EDC,V0118 V0817
TRAVLIFT,,3000000.00,0.00,EDC,EDC,V0221
TRAVSIDEW,ED-0075,2000816.17,62788.87,EDC,EDC,V0477
SANDHWMO,HW-0001M,648403.94,11357.81,EDC,DOT,V0860 V0216
WATERST,"ED-0075 , ED-0075 , HW-0001 , HW-0001M",23366185.78,8001945.96,EDC,DOT,V0056
REDHOOK,"LB-0104 , LB-D104 , PU-0025",22422964.41,17627964.70,EDC,BPL,V0540 V0076
SOLAR2,"ED-0075 , ED-D075 , ED-D075 , ED-M075",18981577.00,15569997.29,EDC,EDC,V0665 V0118
JAMSTPLZ,"ED-0075 , HW-0001Q, TF-0502",48493578.29,2082031.21,EDC,DOT,V0056
SNSTFRGH2,ED-0384,37499904.31,24400807.35,EDC,EDC,V0045 V0122
NDF-TOMPK,ED-0384,35000000.00,3778919.00,EDC,EDC,V0443
SANDG4DOC,"ED-0075 , ED-0409 , FA-0021 , PU-0025",130272418.46,48959470.61,EDC,EDC,V0651 V0604 V0118
DTBKWSPK,"ED-0075 , PV-0467",18151978.19,16262311.34,EDC,EDC,V0336 V0396
BUSHUNTAC,"ED-0075 , ED-0410 , ED-0410",168705552.89,159691403.77,EDC,EDC,V0014 V0057
PV463ABC2,"PV-0467 , PV-0N463, PV-D467 , PV-DN463, PV-MN463",23243408.65,12999454.92,EDC,EDC,V0035 V0174
HBGRWESPN,HB-0215,135999671.51,2775708.61,EDC,EDC,V0236 V0057 V0187
P-2BUSHDE,P -1018,7225496.61,3850327.07,EDC,EDC,V0144 V0351 V0562
P-4QNSWAY,"P -0245Q, P -0245Q, P -1018",54031971.18,3979505.86,EDC,EDC,V0245 V0144 V0490
WLPIER6,ED-0409,33999537.05,4249770.04,EDC,EDC,V0490
MOOREROOF,"ED-0075 , ED-D384 , ED-K075 , ED-K384",4443970.00,179962.54,EDC,EDC,V0080 V0247 V0770
PIER4,"ED-0075 , ED-0409 , ED-0409",1890728.19,525650.55,EDC,EDC,V0130 V0155 V0604
SIBULK,"ED-0380 , ED-0409",12389446.07,1244619.71,EDC,EDC,V0890 V0893
8890PHA3,"ED-0409 , ED-0409",9684144.70,8348422.67,EDC,EDC,V0056
PIER94ENC,ED-0409,54085129.45,13661098.52,EDC,EDC,V0378
34STHELI,"ED-0409 , P -1018 , P -D018",59331444.83,8215549.30,EDC,EDC,V0552 V0009
SANDRBCT,FA-0027,20322629.00,1205814.29,EDC,EDC,V0836 V0386
600FCDRNV,ED-0075,4500219.62,226386.32,EDC,EDC,V0834 V0569
EDXHPGEN,,4449999.21,3077478.08,EDC,EDC,V0289 V0155 V0173
HPBOILER,,1500000.00,1381505.00,EDC,EDC,V0957 V0562 V0118
HPCMFRIDG,ED-D408,950000.00,0.00,EDC,EDC,V0006 V0006 V0500
HUNTMEAT2,"ED-0075 , ED-0408 , ED-D075 , ED-D408 , ED-X384",106432204.19,24924829.43,EDC,EDC,V0174
SANDG3BAT,"ED-0075 , ED-0075 , ED-0075 , ED-0373",21596987.35,1002662.15,EDC,EDC,V0169 V0591
HWQBCH6WF,"PU-0200 , PU-0200",6249142.42,92097.19,EDC,EDC,V0198
HWQBCH8WF,"PU-0200 , PU-0200",6249000.00,0.00,EDC,EDC,V0443 V0487
P79MBR,FA-0027,669520.00,348232.45,EDC,EDC,V0877 V0002
PIER79REH,FA-0027,664548.00,259459.20,EDC,EDC,V0208 V0553 V0465
BROADWAYJ,ED-0075,85879000.00,0.00,EDC,EDC,V0540
SEEDVANST,ED-0384,11495000.00,0.00,EDC,EDC,V0861
SPARCCUNY,"HB-1221 , HN-0300",536316683.00,28101934.02,EDC,EDC,V0572
P-200PPE1,"P -0245K, P -1018",19604923.61,214426.98,EDC,EDC,V0663 V0475
P-200PPL1,"P -0245K, P -1018",9813943.23,172293.20,EDC,EDC,V0055 V0885 V0476
P-200PPU1,"P -0245K, P -1018",7256133.16,0.00,EDC,EDC,V0086
P-109SVSK,"ED-D075 , P -1018 , P -X245",7801241.15,413155.00,EDC,EDC,V0284
P-111BXSK,"ED-D075 , P -1018",2789515.54,378026.69,EDC,EDC,V0604 V0487
P-208BRSK,"P -1018 , P -D017 , P -K011",2718280.00,360632.14,EDC,EDC,V0245 V0273
LMCRFIDI,ED-0075,220000434.66,6559997.37,EDC,EDC,V0673 V0505 V0307
INWDGRWAY,ED-0075,222000000.00,0.00,EDC,EDC,V0786 V0351
HPPRODUCE,"ED-0075 , ED-0408",405000000.00,0.00,EDC,EDC,V0205 V0922
HUNTSPROD,"ED-0075 , ED-0408",5944000.00,0.00,EDC,EDC,V0636 V0351 V0683
CONEYWIRD,"ED-0075 , ED-0075",42000100.00,345000.00,EDC,EDC,V0177
BKCRUISE,"ED-0409 , ED-K409",1200000.00,0.00,EDC,EDC,V0174 V0858
BUSHMINYC,ED-0075,153763000.00,0.00,EDC,EDC,V0245 V0580 V0247
HWQ102WF,"PU-0200 , PU-0200",1917000.00,0.00,EDC,EDC,V0274 V0216
HWQSHORWF,"PU-0200 , PU-0200",19524000.00,0.00,EDC,DOT,V0208
NYCFACCES,ED-0409,0.00,0.00,EDC,EDC,V0363
PIER12PH2,ED-0409,13999536.64,1550378.28,EDC,EDC,V0878 V0427 V0001
SANDCD15,PO-0079,1020340.00,172810.08,EDC,NYPD,V0143
SANDCD9,PO-0079,6098780.00,237708.46,EDC,NYPD,V0057 V0009 V0302
SANDRLLIC,FA-0027,12725065.00,291480.00,EDC,EDC,V0808 V0443 V0187
SBMTOSW,ED-0075,106491000.00,0.00,EDC,EDC,V0238
SBMTSIM,ED-0409,10000000.00,0.00,EDC,EDC,V0175
SEEDPIER1,ED-0384,8500000.00,0.00,EDC,EDC,V0009 V0056
SIPIER1RE,ED-0409,13500289.12,322779.85,EDC,EDC,V0731
STGEOREBP,"ED-0409 , P -D020",15398000.00,196090.70,EDC,EDC,V0146
WLBKWSMM,ED-0409,2000000.00,0.00,EDC,EDC,V0883 V0058 V0080
P79ROOFRP,FA-0021,2887000.00,0.00,EDC,DOT,V0274
HWKBCCTWF,"PU-0200 , PU-0200",1667000.00,0.00,EDC,DOT,V0002 V0584 V0891
HWKDAREWF,"PU-0200 , PU-0200",1527000.00,0.00,EDC,DOT,V0954 V0247 V0274
HWKFANEWF,"PU-0200 , PU-0200",1257000.00,0.00,EDC,DOT,V0035
NYCFBAYRI,ED-0409,835000.00,0.00,EDC,EDC,V0650 V0265
NYCFNOWIL,ED-0409,892000.00,0.00,EDC,EDC,V0409
NYCFROCKA,ED-0409,836000.00,0.00,EDC,EDC,V0146
NYCFROOSE,ED-0409,842000.00,0.00,EDC,EDC,V0503 V0122
SLIPEBARG,FA-0027,6029000.00,0.00,EDC,DOT,V0199 V0512
WLBKWSMM,ED-0409,2000000.00,0.00,EDC,EDC,V0883 V0058 V0080
FUTURE5TH,"ED-0075 , SE-0002M, WM-0001 , WM-0006",355588000.00,0.00,EDC,EDC,V0074 V0307 V0754
LN26SEWCR,"LN-0008 , LN-M001",53000000.00,0.00,EDC,NYPL,V0248 V0201 V0146
BALLPKIMP,ED-0075,1731781.00,1488529.19,EDC,EDC,V0045 V0490 V0443
HP-FOOD,ED-0075,20225754.00,247298.86,EDC,EDC,V0365
HUNTSAOU2,ED-0408,6767647.64,799647.64,EDC,EDC,V0487 V0826
BATAGFLA,"ED-0075 , ED-0373",15045725.00,792536.79,EDC,EDC,V0770 V0203
BATAIMPS,"ED-0075 , ED-0373",17999275.00,1329945.80,EDC,EDC,V0475
BATAPH6RE,ED-0075,117785000.00,0.00,EDC,EDC,V0827 V0238 V0035
BATBIMPRV,ED-0075,15638000.00,0.00,EDC,EDC,V0607
BATBIMPS,"ED-0075 , ED-0373",19426101.00,266101.00,EDC,EDC,V0163 V0691 V0443
BATCIHLC,ED-0075,100000000.00,0.00,EDC,EDC,V0519 V0248 V0183
BATENVEL,"ED-0075 , ED-0373 , ED-K075",58292000.00,4702940.29,EDC,EDC,V0194 V0150 V0174
BATIMPRO,ED-0373,27363722.40,15724944.70,EDC,EDC,V0443
ACEFDN231,PU-0025,324216.38,47593.84,FDNY,,V0351
ACEFDN902,PU-0025,3033821.67,1761222.94,FDNY,,V0854 V0490 V0485
F175CHL20,F -0175,295000.00,0.00,FDNY,,V0930 V0245
F175CHM14,F -0175,181000.00,0.00,FDNY,,V0183
F175DRMC6,F -0175,105000.00,0.00,FDNY,,V0475
F175-EC65,F -0175,1635000.00,0.00,FDNY,,V0929
F175FMUSM,F -0175,2150000.00,0.00,FDNY,,V0633
F175HBKCO,F -0175,104000.00,0.00,FDNY,,V0252
F175RF161,F -0175,2021966.95,1832791.08,FDNY,,V0203 V0877
F175RF264,F -0175,5182000.00,0.00,FDNY,,V0443
F175RTU45,F -0175,240000.00,0.00,FDNY,,V0594
F175SE263,F -0175,257000.00,0.00,FDNY,,V0188 V0274
F175TPE45,F -0175,283000.00,0.00,FDNY,,V0118 V0118 V0630
F175UPSCO,F -0175,1357000.00,0.00,FDNY,,V0479 V0462 V0208
F175WE291,F -0175,993000.00,0.00,FDNY,,V0002 V0489
F175WS270,F -0175,103000.00,0.00,FDNY,,V0807 V0719
F1GAZ2601,F -0001,127000.00,0.00,FDNY,,V0340 V0631 V0487
F204CLEAR,F -0204,7737000.00,0.00,FDNY,,V0724
F204CMPRS,F -0204,6931000.00,0.00,FDNY,,V0684
F204-DEMO,F -0204,3013086.71,3012713.91,FDNY,,V0571 V0785 V0006
F204FT420,F -0204,1800000.00,0.00,FDNY,,V0086 V0128 V0118
F204FTGAS,F -0204,13071000.00,0.00,FDNY,,V0130
F204PPANE,F -0204,800000.00,0.00,FDNY,,V0247
F204RAND1,F -0204,302000.00,0.00,FDNY,,V0217 V0316
F204RAND9,F -0204,220000.00,0.00,FDNY,,V0487 V0189
F204RF333,F -0204,408685.38,266137.42,FDNY,,V0274
FD175D270,F -D175,250000.00,0.00,FDNY,,V0144 V0926 V0312
FD175DRS3,F -D175,69000.00,0.00,FDNY,,V0621
FD175DRS4,F -D175,70000.00,0.00,FDNY,,V0274
FD175DRS8,F -D175,69000.00,0.00,FDNY,,V0026 V0457 V0062
FD175DS20,F -D175,69000.00,0.00,FDNY,,V0652
FD175DS32,F -D175,69000.00,0.00,FDNY,,V0901 V0169 V0248
FD175DS47,F -D175,68000.00,0.00,FDNY,,V0289
FD175G301,F -D175,1200000.00,0.00,FDNY,,V0717
FD175M156,"F -0175 , F -D175",1800000.00,0.00,FDNY,,V0115 V0174
FD175M329,F -D175,2600000.00,0.00,FDNY,,V0248
FD175MB95,F -D175,223000.00,0.00,FDNY,,V0118 V0494 V0253
FD175MC62,F -D175,1400000.00,0.00,FDNY,,V0208
FD175MC96,F -D175,2200000.00,0.00,FDNY,,V0984 V0443
FD175WHZT,F -D175,300000.00,0.00,FDNY,,V0130
FR175G166,F -0175,1126045.12,893140.82,FDNY,,V0061
SEED-EC72,F -0175,1500000.00,0.00,FDNY,,V0248
SANDHM266,F -0175,950058.52,100058.52,FDNY,FDNY,V0189 V0411
SANDHMES4,F -0175,1213919.38,180810.37,FDNY,FDNY,V0026 V0411
ACEFDN202,"F -0175 , PU-0025",91793.41,75243.86,FDNY,FDNY,V0915 V0877 V0652
F175CHILL,F -0175,22049047.53,883718.10,FDNY,FDNY,V0581 V0699 V0878
F175EC287,F -0175,54146697.19,25143465.59,FDNY,FDNY,V0365
F175EMS4M,F -0175,15525867.71,385314.96,FDNY,FDNY,V0245 V0118
F175EMS58,"F -0175 , PU-0025",30760105.75,1258083.26,FDNY,FDNY,V0659 V0183
F175FASBK,F -0175,2170019.77,87472.35,FDNY,FDNY,V0572 V0002 V0135
F175FE163,F -0175,11063316.16,409291.43,FDNY,FDNY,V0035 V0874 V0023
F175FE221,F -0175,9395720.11,270460.37,FDNY,FDNY,V0801 V0726 V0351
F175FE260,F -0175,8248327.19,2166357.22,FDNY,FDNY,V0118 V0460 V0186
F175FE294,F -0175,8456248.86,386446.51,FDNY,FDNY,V0404
F175FMHVC,F -0175,12540313.88,11468183.07,FDNY,FDNY,V0674 V0604
F175KIT42,F -0175,1799078.61,240591.64,FDNY,FDNY,V0485
F175KTE22,F -0175,1616834.90,1560782.19,FDNY,FDNY,V0351 V0035
F175MC152,F -0175,9049989.29,689989.29,FDNY,FDNY,V0766
F175MC153,F -0175,8366020.06,6207944.80,FDNY,FDNY,V0562 V0209
F175MC159,F -0175,11646627.45,10366791.74,FDNY,FDNY,V0601
F175MC266,F -0175,8014461.54,571908.15,FDNY,FDNY,V0935
F175MC304,F -0175,5560597.37,512641.17,FDNY,FDNY,V0562
F175MC307,F -0175,8460856.56,694836.28,FDNY,FDNY,V0925 V0009
F175MCE33,F -0175,7865687.01,593208.50,FDNY,FDNY,V0679 V0083 V0117
F175MCE74,F -0175,6578050.58,6353615.02,FDNY,FDNY,V0190 V0503 V0852
F175MCE91,F -0175,1042738.39,873820.70,FDNY,FDNY,V0365 V0703 V0260
F175WN266,F -0175,400000.00,0.00,FDNY,FDNY,V0979
F175WP301,F -0175,5421871.00,4770309.14,FDNY,FDNY,V0863
F175WP303,F -0175,2601254.56,2318306.24,FDNY,FDNY,V0204 V0365
F175WP325,F -0175,2182545.57,2112587.92,FDNY,FDNY,V0351 V0482
F175WU299,F -0175,2838552.18,2507736.34,FDNY,FDNY,V0944 V0074
F175XIN82,F -0175,11702871.61,10516801.41,FDNY,FDNY,V0074 V0247 V0026
F204TRAN1,F -0204,23258329.80,587244.29,FDNY,FDNY,V0518 V0035 V0074
F204TRAN2,"F -0204 , F -D109",16554577.12,1788745.08,FDNY,FDNY,V0878 V0430 V0487
F204TRAN3,F -0204,17016965.98,1761312.70,FDNY,FDNY,V0218 V0247 V0056
FD175G153,F -D175,1444340.95,180849.15,FDNY,FDNY,V0444 V0056 V0384
FD175G161,"F -0175 , F -D175",1140846.72,529442.92,FDNY,FDNY,V0259 V0193
FD175G246,F -D175,1199523.09,324070.82,FDNY,FDNY,V0877
FD175G295,F -D175,1199881.23,39744.50,FDNY,FDNY,V0290 V0203
FD175G307,"F -0175 , F -D175",1060979.82,32739.11,FDNY,FDNY,V0878
FD175GE16,F -D175,1199653.94,79092.30,FDNY,FDNY,V0056 V0247
FD175GE40,F -D175,1199328.35,153660.88,FDNY,FDNY,V0216 V0740 V0855
FD175GE74,F -D175,1199934.79,544229.23,FDNY,FDNY,V0664 V0006
FD175GE89,F -D175,1199253.38,97160.66,FDNY,FDNY,V0183 V0487 V0086
FD175GE95,"F -0175 , F -D175",957371.94,739945.97,FDNY,FDNY,V0601 V0410 V0056
FD175GE96,F -D175,1199175.00,75177.41,FDNY,FDNY,V0130 V0476 V0131
FD175K221,F -D175,1829000.00,0.00,FDNY,FDNY,V0840
FD175K316,F -D175,1200000.00,0.00,FDNY,FDNY,V0581 V0130 V0002
FD175KT96,F -D175,1883349.94,149360.86,FDNY,FDNY,V0006 V0350 V0199
FD175WN22,F -0175,570770.85,384015.85,FDNY,FDNY,V0208
FD175WN28,F -0175,561487.44,519909.57,FDNY,FDNY,V0476
FQ175G260,F -0175,970110.56,373620.84,FDNY,FDNY,V0146 V0059 V0490
FQ175K307,F -Q175,1199525.81,65801.29,FDNY,FDNY,V0067 V0544
FX175GE42,F -0175,992803.76,845889.24,FDNY,FDNY,V0886 V0057
ID21WDR82,F -0175,2733860.28,2302973.53,FDNY,FDNY,V0002 V0130 V0765
SANDHM265,F -0175,1927411.01,199411.01,FDNY,FDNY,V0074 V0056
ACEFDN203,PU-0025,1167388.45,355280.31,FDNY,FDNY,V0312 V0150 V0002
F175FTANK,F -0175,1530633.81,48877.36,FDNY,FDNY,V0867
F175M9EWF,F -0175,35058196.28,914568.18,FDNY,FDNY,V0381
F175MC288,F -0175,6771337.47,447051.39,FDNY,FDNY,V0501
F175MR1WF,F -0175,20288000.00,0.00,FDNY,FDNY,V0146 V0026 V0289
F175RFMR9,F -0175,4200000.00,0.00,FDNY,FDNY,V0074
F175SPACE,F -0175,12037907.78,274480.30,FDNY,FDNY,V0216 V0274 V0146
F1FTRENOV,F -0204,2471654.28,0.00,FDNY,FDNY,V0414 V0446
ID21WD299,F -0175,386148.31,379148.31,FDNY,FDNY,V0773 V0948 V0009
SANDHM246,F -0175,492830.49,462956.19,FDNY,FDNY,V0247 V0155
F175CHLL2,F -0175,11000000.00,0.00,FDNY,FDNY,V0141 V0612
F175FE295,F -0175,7235568.34,208003.02,FDNY,FDNY,V0376 V0427 V0604
FD175D152,F -D175,125000.00,0.00,FDNY,FDNY,V0877
FD175D156,F -D175,125000.00,0.00,FDNY,FDNY,V0289 V0330 V0688
FD175D231,F -D175,200000.00,0.00,FDNY,FDNY,V0540 V0448 V0151
FD175D288,F -D175,280000.00,0.00,FDNY,FDNY,V0880 V0314
FD175D326,F -D175,235000.00,0.00,FDNY,FDNY,V0255 V0130
FD175DR70,F -D175,124587.12,89587.12,FDNY,FDNY,V0490
FD175G155,F -D175,1200000.00,0.00,FDNY,FDNY,V0922
FD175G254,F -D175,1384658.68,100426.09,FDNY,FDNY,V0878
FD175G318,F -D175,1200000.00,0.00,FDNY,FDNY,V0074 V0981 V0468
FD175G320,F -D175,1200000.00,0.00,FDNY,FDNY,V0408 V0106
FD175GE97,F -D175,1200000.00,0.00,FDNY,FDNY,V0150
FD175W288,F -D175,300000.00,0.00,FDNY,FDNY,V0144
02200901,HO-D003,1521307.43,702103.58,HHC,,V0074 V0985
02201601,HO-0214,24272000.00,0.00,HHC,,V0837
02201602,HO-0214,58292188.88,20415508.39,HHC,,V0275 V0933
02201723,HO-0214,7501128.57,6072305.91,HHC,,V0959
02201804,HO-0214,2873677.53,2763677.53,HHC,,V0120 V0407 V0652
02201901,HO-0214,30247854.91,30246258.47,HHC,,V0534
02202101,HO-0214,3553844.60,3257237.53,HHC,,V0641 V0845 V0082
022021PM,HO-0214,4800000.00,0.00,HHC,,V0859 V0490 V0475
02202401,HO-0214,14798000.00,0.00,HHC,,V0247 V0536 V0008
02202402,HO-0214,4873000.00,0.00,HHC,,V0086 V0243
02202403,HO-0214,19000000.00,0.00,HHC,,V0122 V0150
02202405,HO-0214,3000000.00,0.00,HHC,,V0182 V0604 V0906
02202406,HO-0214,6000000.00,0.00,HHC,,V0118 V0667
02202407,HO-0214,24000000.00,0.00,HHC,,V0963 V0982
11200912,HO-0214,551829.00,523829.00,HHC,,V0351
11201803,HO-0214,1562168.00,839009.60,HHC,,V0345
11201903,"HO-0214 , HO-D003 , HO-M001",1113237.46,0.00,HHC,,V0472
11202101,HO-D003,971868.82,869868.82,HHC,,V0304 V0051 V0096
11202104,"HO-0214 , HO-D003",3210916.16,916603.39,HHC,,V0333
11202106,HO-0214,9033052.02,728315.38,HHC,,V0487
11202201,HO-0214,31000032.00,1604613.52,HHC,,V0086 V0984
11202202,HO-0214,1452427.82,1108942.42,HHC,,V0521 V0086
11202204,HO-0214,3785489.39,3259495.79,HHC,,V0420
11202205,HO-0214,13627908.00,338908.00,HHC,,V0155 V0146
11202206,HO-0341,234746688.57,209420885.05,HHC,,V0955 V0604
11202209,HO-0214,17288440.26,3302880.62,HHC,,V0026 V0122
11202402,"HO-0214 , HO-D003",3249577.00,283791.02,HHC,,V0289
11202403,HO-0214,10999550.00,268393.03,HHC,,V0292
11202406,HO-0214,992705.64,212863.26,HHC,,V0783
11202445,HO-0214,3000000.00,0.00,HHC,,V0169
11202608,HO-0214,18000000.00,0.00,HHC,,V0490
11202609,HO-0214,12000000.00,0.00,HHC,,V0395
11202615,HO-0214,48240000.00,0.00,HHC,,V0086 V0223 V0490
11202622,HO-X002,1000000.00,0.00,HHC,,V0086
12201501,"HO-D003 , HO-M001",1095166.75,708350.75,HHC,,V0540 V0562 V0466
12201601,HO-0214,486167.46,485167.46,HHC,,V0805 V0707
12201702,HO-0214,106589.22,94333.54,HHC,,V0130
12201801,HO-0214,290783.41,244783.41,HHC,,V0208 V0352
12201802,HO-0214,89260.46,80260.46,HHC,,V0431 V0372 V0070
12201804,HO-0214,196281.47,175281.47,HHC,,V0122 V0351 V0168
12201902,"HO-0214 , HO-D003",381628.80,227628.80,HHC,,V0494
12201903,HO-0214,42458.88,40458.88,HHC,,V0237 V0443
12202001,HO-0214,52050.00,51050.00,HHC,,V0490 V0877
12202101,HO-0214,4299541.00,96159.80,HHC,,V0365 V0758
12202201,HO-0214,2499198.00,1746623.76,HHC,,V0652 V0470 V0491
12202202,HO-M001,80000.00,0.00,HHC,,V0923 V0056 V0376
12202401,HO-M001,200000.00,0.00,HHC,,V0797
12202402,HO-M001,150000.00,0.00,HHC,,V0002
12202403,HO-M001,125000.00,0.00,HHC,,V0365
13201101,"HO-0214 , HO-D003",3463638.36,3229725.76,HHC,,V0187 V0187
13201301,HO-0214,5973241.00,588588.94,HHC,,V0897 V0480 V0875
13201502,HO-0214,19395396.54,19003370.91,HHC,,V0122 V0526
13201602,HO-0214,14070690.54,12123752.36,HHC,,V0411 V0289
13201603,HO-0214,23177372.20,16824864.77,HHC,,V0056 V0542 V0312
13201803,HO-D003,1883071.48,1565705.07,HHC,,V0209 V0670
13201902,HO-D003,175737.00,174737.00,HHC,,V0161
13202001,HO-0214,5885071.63,5627367.56,HHC,,V0150
13202101,HO-0214,149950.00,123950.00,HHC,,V0009 V0141
13202102,HO-0214,3865599.57,704348.16,HHC,,V0209
13202201,HO-0214,7936364.81,7103258.48,HHC,,V0005 V0269
13202202,"HO-0214 , HO-0214",444000.00,0.00,HHC,,V0057 V0540
13202246,HO-0214,110401.00,95401.00,HHC,,V0928
13202301,HO-0214,9078350.00,670922.54,HHC,,V0289
13202401,HO-0214,10000000.00,0.00,HHC,,V0141
13202402,HO-0214,3000000.00,0.00,HHC,,V0547
13202403,HO-0214,1500000.00,0.00,HHC,,V0711
18201515,HO-D003,502912.82,454956.35,HHC,,V0941 V0562 V0245
18201801,HO-0214,91578.15,81578.15,HHC,,V0014 V0150 V0878
18202001,HO-0214,1093000.00,0.00,HHC,,V0591 V0144
18202201,HO-D003,250000.00,0.00,HHC,,V0351
20201501,HO-D003,92000.00,0.00,HHC,,V0830 V0203
20201801,HO-0214,94856.65,84856.65,HHC,,V0150 V0056 V0209
20202301,HO-0214,5257482.33,938219.61,HHC,,V0187 V0490 V0614
20202501,"HO-D003 , HO-X002",750000.00,0.00,HHC,,V0829 V0464 V0130
21201601,HO-0214,4948337.00,2556862.53,HHC,,V0002 V0022
21201751,"HO-0214 , HO-D003",8076055.48,4901732.42,HHC,,V0274 V0284
21202101,HO-0214,1546572.71,1396217.21,HHC,,V0006 V0642
21202108,HO-0214,10663026.00,274242.82,HHC,,V0247
21202109,HO-0214,21698890.46,4902508.33,HHC,,V0122 V0300
21202110,HO-0214,19666751.46,2715687.60,HHC,,V0557 V0115
21202111,HO-0214,11000633.00,6246761.07,HHC,,V0443 V0411
21202112,HO-0214,14500038.36,8543212.24,HHC,,V0122 V0485 V0130
21202144,"HO-0214 , HO-D003",11019000.00,0.00,HHC,,V0111 V0422 V0230
21202242,HO-0214,622171.35,620171.35,HHC,,V0436 V0562 V0174
21202301,HO-D003,9999521.00,549409.23,HHC,,V0878 V0540
21202601,HO-0214,794000.00,0.00,HHC,,V0351 V0187 V0598
22200601,HO-D003,1238986.38,1191986.38,HHC,,V0203
22200801,HO-D003,2086537.68,1944745.23,HHC,,V0006
22201610,HO-0214,3437846.37,2758846.37,HHC,,V0681
